100
29,38,-,46,11,22,-,12,-,36,0,41,49,15,25,35,42,2,8,2,-,-,-,29,-,18,-,-,-,16,43,10,32,-,15,21,4,35,38,25,-,47,21,-,44,50,15,16,-,-,44,-,10,16,27,-,-,-,11,-,-,32,26,-,-,-,-,47,-,21,-,39,23,-,-,42,41,5,-,22,-,19,10,-,47,49,5,46,-,-,26,14,35,-,21,34,-,39,-,4
48,24,-,3,23,29,30,-,-,-,47,0,35,15,16,-,20,-,26,24,43,7,24,-,33,12,38,31,46,-,16,-,22,-,14,-,25,-,14,-,11,28,-,30,-,2,-,2,-,30,16,13,-,6,11,-,-,21,46,5,6,39,12,-,13,8,-,15,48,2,10,48,-,-,-,45,14,-,-,47,-,-,45,38,42,31,4,36,-,-,25,49,-,18,38,-,50,21,35,-
-,38,27,4,28,-,-,35,-,10,19,27,0,22,-,49,13,-,-,-,-,38,15,42,3,6,14,38,-,18,17,32,23,10,12,18,-,50,10,48,17,-,36,-,-,-,3,-,29,-,34,40,40,4,33,50,46,-,21,24,-,-,43,24,-,46,-,34,37,36,34,-,-,-,3,-,35,-,18,-,38,44,-,-,39,23,-,11,-,10,37,46,-,8,2,40,40,-,48,-
47,20,-,21,14,11,10,26,-,44,3,20,26,0,-,-,-,25,-,21,-,40,46,-,7,-,33,38,-,42,14,-,37,-,-,17,-,23,20,-,-,8,-,-,15,22,-,10,-,14,40,3,-,-,37,25,-,9,50,-,23,47,-,4,-,19,16,-,2,5,33,32,32,-,41,-,-,-,36,-,-,48,16,2,29,44,-,27,45,49,6,27,-,40,-,-,18,8,-,14
-,-,6,3,21,-,45,-,21,47,30,-,-,-,0,8,16,21,16,10,16,35,42,-,-,39,40,10,9,6,-,-,40,-,5,14,-,19,-,-,39,31,-,50,-,7,35,-,26,-,6,-,44,13,-,30,-,42,26,41,-,-,11,6,7,-,27,-,28,13,45,-,45,48,-,7,-,14,19,19,10,4,50,-,41,20,-,-,13,46,-,2,-,-,36,29,-,46,2,9
-,35,8,-,37,-,4,12,30,17,-,26,20,-,18,0,2,-,-,18,-,48,10,23,43,26,21,-,17,-,11,-,-,49,-,48,7,6,-,6,46,-,-,-,37,26,-,30,43,34,31,-,24,7,37,43,6,7,36,22,26,15,-,34,37,43,4,-,-,33,28,33,-,-,14,31,50,43,-,-,31,-,35,7,40,11,-,-,27,-,30,27,-,-,22,-,48,-,16,49
15,35,3,40,-,16,-,-,15,31,27,-,42,47,-,43,0,50,46,23,48,-,-,35,13,-,15,-,29,23,6,-,5,14,35,-,42,19,14,-,47,-,34,17,-,-,-,-,32,-,34,-,-,11,6,-,47,-,6,28,-,14,-,29,45,39,-,-,-,33,3,-,-,37,-,-,18,-,-,33,-,13,4,-,-,50,-,23,-,-,-,7,-,29,-,-,-,-,42,-
-,7,8,16,-,38,19,11,12,-,-,4,-,6,15,-,23,0,45,12,-,45,-,15,4,-,33,47,50,-,-,50,46,-,-,43,-,38,-,-,-,17,-,-,18,48,-,-,-,-,44,-,27,48,48,23,40,46,-,24,-,5,44,38,-,14,-,9,-,31,-,13,26,-,-,15,47,50,20,-,-,-,27,24,34,12,-,-,26,33,-,23,-,8,31,27,39,-,-,-
26,-,10,-,49,3,16,-,11,-,-,24,38,10,14,36,-,9,0,32,26,29,20,25,36,46,5,-,-,-,-,9,-,-,-,-,-,20,-,-,47,-,-,26,-,-,-,-,8,-,8,2,19,6,-,-,-,-,30,37,50,18,11,3,50,16,-,48,29,-,31,-,17,37,32,-,-,-,-,-,18,49,9,2,11,31,-,-,-,-,-,-,-,-,50,4,22,-,28,39
-,2,46,-,-,-,48,-,-,-,-,12,-,-,22,10,-,2,47,0,49,-,-,38,-,5,11,30,-,-,-,-,23,8,43,49,41,-,9,-,42,25,27,45,-,-,-,15,-,-,28,-,11,19,36,16,-,11,36,12,36,39,47,42,12,-,7,-,31,12,-,42,-,-,50,40,25,4,-,-,20,21,20,30,-,37,-,-,29,15,7,46,-,8,-,-,-,10,17,45
-,-,-,32,-,-,42,-,20,15,-,14,-,41,-,-,6,3,20,25,0,16,20,24,36,45,8,47,37,35,28,-,10,18,-,-,20,42,18,23,49,15,8,-,10,20,14,14,-,17,30,40,25,-,2,2,20,-,3,15,7,33,34,-,-,30,41,-,30,-,-,34,-,27,24,-,-,35,26,-,-,-,22,-,-,14,-,11,33,24,16,50,31,-,-,30,5,45,25,22
10,-,37,-,46,-,38,40,-,-,41,35,-,15,16,18,21,-,22,39,48,0,-,-,-,-,-,36,26,-,-,29,-,37,16,16,41,-,46,44,47,-,38,47,5,9,-,8,45,33,-,28,24,-,44,29,-,39,6,38,24,36,-,11,25,-,32,-,36,-,5,29,-,-,48,-,9,38,20,16,30,-,-,33,-,-,-,-,27,10,-,36,2,-,20,49,27,44,9,-
-,-,10,16,17,-,-,-,-,9,30,5,13,12,43,-,-,8,-,-,29,23,0,38,29,30,41,15,8,29,4,-,-,-,-,-,-,-,-,39,-,39,-,27,-,24,30,17,28,28,6,9,16,29,11,6,11,13,-,-,7,-,-,-,-,3,36,-,36,15,7,-,-,29,41,-,-,-,19,-,28,38,-,32,46,24,-,32,12,-,-,17,21,-,-,49,2,20,41,-
16,9,14,-,10,5,47,22,-,43,11,18,-,-,9,17,5,-,28,31,4,2,-,0,4,-,16,-,45,-,10,-,-,50,25,-,49,-,-,30,40,37,42,-,-,-,-,8,46,19,21,19,50,14,37,-,-,25,48,23,3,6,25,-,12,-,19,-,-,-,-,14,47,23,22,35,22,30,4,11,-,21,25,50,-,-,-,42,15,-,-,-,-,35,-,20,-,33,13,-
19,-,-,11,24,37,30,48,20,5,10,-,36,-,50,48,-,46,21,37,-,2,7,50,0,-,12,-,15,43,46,15,10,46,43,36,-,37,32,21,39,12,10,-,7,20,-,-,21,-,-,31,14,14,23,4,22,-,-,4,2,3,11,-,-,-,50,33,-,12,-,39,-,23,14,9,-,-,12,-,-,-,25,24,-,-,40,11,49,21,6,-,-,-,-,41,27,2,28,7
8,-,44,-,-,24,8,27,30,11,-,-,38,-,-,-,44,-,17,-,39,16,6,-,31,0,11,50,31,22,-,-,-,-,5,31,36,6,-,28,5,27,43,37,16,9,43,-,49,-,23,-,41,24,50,15,-,30,48,17,-,-,-,49,28,20,-,-,-,-,-,35,-,-,45,38,-,24,12,-,16,-,47,-,16,30,49,-,-,50,-,37,41,38,-,14,33,-,-,-
15,-,16,25,49,45,-,-,24,20,36,-,-,6,-,-,35,25,27,13,-,-,33,-,-,10,0,-,-,-,-,37,24,-,-,27,21,32,17,24,40,-,-,-,3,26,-,12,31,-,8,33,9,-,-,-,-,4,-,30,45,5,48,-,43,30,-,-,3,50,17,15,45,43,28,-,43,47,-,-,26,8,50,24,15,-,9,31,35,36,48,-,20,31,42,25,-,50,-,5
29,37,31,36,46,-,25,41,20,6,-,35,46,6,14,-,12,-,10,26,-,-,-,3,-,-,23,0,3,-,46,6,50,-,-,50,12,29,3,-,10,21,42,16,8,-,27,32,7,30,37,26,-,32,-,48,46,-,15,-,-,-,5,6,-,4,2,32,-,28,-,16,30,-,-,27,-,-,-,13,-,-,42,24,44,5,44,50,4,-,22,48,5,-,-,-,18,-,44,30
-,37,-,40,13,-,11,27,13,-,32,31,13,45,42,-,-,33,38,-,-,5,-,43,-,40,8,41,0,-,29,25,5,11,32,6,-,41,10,14,21,-,47,33,36,-,49,21,13,-,17,3,15,3,22,-,49,-,40,12,3,5,-,7,-,-,-,30,5,8,43,41,13,-,47,-,-,-,39,9,-,-,19,24,-,-,-,-,29,-,15,-,-,30,33,39,-,-,-,4
-,43,-,27,15,10,36,6,7,24,-,19,-,46,14,5,18,3,-,-,-,48,-,19,20,12,24,26,4,0,-,-,11,45,29,-,-,21,6,-,-,-,-,46,46,-,5,-,7,-,-,-,21,37,32,24,33,25,4,29,-,34,34,7,22,-,19,-,21,44,22,7,-,46,19,47,18,-,-,46,11,-,-,-,4,-,17,-,-,-,50,38,-,6,28,-,17,35,22,27
-,-,-,-,-,37,6,-,16,-,-,-,-,-,-,31,28,-,-,17,-,28,-,11,-,-,-,6,46,46,0,23,-,37,25,15,38,-,11,-,-,-,45,-,-,24,15,10,17,-,25,35,25,-,42,-,-,17,-,28,12,27,8,-,-,29,-,27,43,36,-,-,28,46,17,43,-,-,25,16,32,-,-,-,2,19,44,-,46,-,9,23,-,48,-,25,3,41,18,17
-,45,-,47,-,-,-,26,-,30,25,-,50,33,-,25,45,3,-,18,23,14,-,23,-,-,-,-,-,48,21,0,-,44,41,39,-,-,-,-,-,27,25,-,29,42,10,-,-,36,14,29,33,-,42,2,8,50,-,39,-,-,-,-,-,-,-,-,41,43,-,-,2,41,-,9,5,-,21,39,2,30,-,39,38,-,-,-,-,35,-,-,-,-,-,4,-,-,47,43
16,-,-,-,-,8,6,11,-,22,49,48,50,35,30,45,8,-,-,40,-,-,39,9,16,5,43,-,-,-,-,25,0,36,17,30,-,-,8,26,-,36,27,-,5,-,39,35,-,15,8,36,26,9,7,5,44,-,-,-,-,42,40,49,35,35,-,-,10,3,-,-,9,8,16,-,43,49,-,31,45,-,-,19,31,47,-,-,5,-,-,14,-,29,12,-,5,32,46,-
-,46,-,8,45,-,30,17,35,-,33,8,38,35,-,-,41,43,6,-,22,-,-,-,-,50,20,-,24,43,6,16,31,0,24,-,-,-,41,-,12,29,-,-,-,-,36,9,-,-,50,37,-,13,10,-,36,22,-,18,-,18,31,22,-,23,-,-,7,49,-,-,-,-,32,-,-,-,43,-,-,-,29,23,25,-,19,-,18,42,37,8,-,3,-,30,-,-,24,-
-,-,13,-,36,42,-,22,48,28,20,-,11,39,43,34,34,-,13,-,9,-,27,22,44,47,6,31,48,-,17,-,41,10,0,-,10,25,-,16,-,19,-,40,44,50,-,5,38,4,40,34,30,-,37,48,28,-,23,-,-,-,37,41,3,-,33,-,47,31,-,22,-,2,-,-,48,-,40,30,-,-,29,28,-,27,50,-,50,-,39,14,43,31,48,16,34,12,14,39
7,-,-,-,30,-,39,30,33,-,-,9,38,11,41,13,-,-,-,30,-,-,50,-,-,29,46,26,-,46,9,-,6,42,5,0,7,41,23,7,21,41,45,-,15,26,40,-,24,45,-,35,31,42,-,-,-,7,-,12,-,22,-,9,23,-,13,31,-,35,28,10,-,-,32,-,46,8,4,35,29,-,37,28,8,37,-,-,2,-,32,30,22,-,42,37,-,26,6,50
46,42,21,-,-,46,11,-,-,-,15,3,-,-,16,-,-,14,-,11,9,19,-,10,-,34,-,44,-,33,13,-,-,37,-,49,0,-,-,9,-,17,37,-,13,47,40,-,-,-,7,-,46,21,39,37,45,18,42,24,-,-,43,-,-,22,32,-,-,26,29,6,32,6,-,-,10,7,44,20,29,25,25,48,-,42,-,-,-,44,-,-,19,41,-,29,-,24,-,-
31,-,-,16,-,-,-,-,11,10,17,-,-,23,-,34,48,-,47,39,-,-,-,-,19,-,-,-,-,42,5,38,5,40,26,-,-,0,-,16,-,-,-,-,2,-,22,-,-,26,47,-,28,36,16,-,40,15,-,-,42,-,-,25,-,38,48,-,7,-,23,-,-,33,17,-,2,-,-,10,-,4,9,-,26,-,35,-,-,-,27,-,34,26,-,-,43,25,-,8
-,37,37,4,-,29,-,-,14,-,-,-,-,-,6,10,-,42,-,20,11,15,-,-,42,13,34,-,28,15,-,-,8,37,-,-,-,-,0,47,-,-,-,-,29,-,5,12,44,13,-,-,32,23,-,6,25,-,8,13,-,-,45,14,21,-,-,10,16,13,21,48,-,35,17,-,48,5,26,-,48,48,35,-,-,4,-,39,-,37,29,12,29,10,-,3,48,43,16,7
42,-,-,4,-,4,-,49,-,13,16,12,41,37,3,18,30,9,8,-,35,12,29,-,36,-,-,19,32,-,-,-,8,5,-,19,11,24,-,0,13,-,-,38,-,-,20,3,-,30,17,34,-,-,-,42,-,-,-,9,33,21,24,-,33,6,29,15,33,-,22,-,4,-,-,30,-,37,-,13,48,22,-,-,47,26,-,34,-,-,-,-,-,26,27,32,17,36,39,16
6,40,-,47,-,-,-,-,5,-,29,-,20,-,-,-,50,6,30,-,35,-,-,41,-,2,-,46,24,20,2,42,8,-,25,48,7,40,35,-,0,43,15,-,-,41,-,4,-,-,-,-,-,22,-,-,-,12,-,-,-,-,-,-,-,4,-,-,10,-,12,30,35,49,49,16,14,30,35,2,46,18,45,17,36,37,24,16,36,26,-,-,-,-,-,-,43,31,28,3
25,13,-,47,-,-,-,-,-,38,-,-,2,-,-,-,45,-,-,41,32,-,10,44,-,-,14,46,6,24,-,9,11,-,4,37,32,-,40,-,42,0,31,-,27,11,24,-,-,33,-,16,50,-,7,28,49,-,31,-,6,13,11,46,32,11,-,-,-,49,-,3,32,-,16,-,21,38,-,5,34,8,-,-,10,43,5,6,19,-,32,12,28,9,49,5,47,14,13,30
43,-,47,18,43,-,21,30,-,-,3,18,29,32,-,-,-,35,13,-,-,38,8,19,7,-,28,-,-,5,-,-,37,45,35,30,-,-,-,10,5,14,0,13,-,5,28,-,-,19,-,-,27,-,16,-,-,-,21,-,42,26,43,-,-,42,-,27,-,-,29,16,10,-,-,-,-,-,-,-,-,41,39,-,-,-,-,-,-,47,-,-,-,-,40,46,20,30,36,-
50,23,16,2,15,-,22,-,36,38,-,13,26,26,-,-,-,50,23,-,39,-,36,2,4,40,4,13,34,-,19,13,8,9,20,16,-,22,-,-,11,-,24,0,27,17,-,-,-,13,-,14,26,-,34,5,45,-,-,-,22,14,4,6,-,40,38,17,21,18,22,-,6,31,20,11,-,-,41,27,-,21,40,2,38,-,27,39,-,6,-,42,29,-,19,-,18,30,-,-
35,45,45,7,-,42,-,22,20,44,45,-,21,-,7,36,-,33,31,4,-,-,19,40,-,-,-,-,-,-,-,-,14,3,-,-,31,-,-,26,-,6,-,-,0,-,-,30,3,18,-,39,11,21,34,-,6,-,10,38,48,27,15,40,24,31,36,-,-,-,24,-,-,9,29,21,12,-,39,40,-,-,-,6,21,18,10,25,9,35,-,-,34,-,5,42,-,-,4,-
-,-,12,-,28,-,-,-,-,-,41,26,-,-,-,-,27,-,-,-,-,16,23,-,-,35,-,35,39,24,-,-,-,7,-,13,3,41,34,49,-,16,10,26,10,0,-,-,45,49,-,3,2,10,10,45,-,37,7,-,9,11,3,43,2,43,-,25,42,16,-,32,26,12,-,16,11,50,-,-,-,49,-,6,17,29,-,7,-,-,4,-,19,38,46,20,-,37,37,31
-,-,-,-,19,-,-,-,-,2,23,38,-,-,-,-,-,48,27,27,-,40,36,4,17,5,14,10,15,-,22,-,41,24,13,38,13,35,14,-,-,7,-,-,-,-,0,-,-,36,49,15,14,12,29,8,38,-,-,-,15,-,41,23,15,-,-,-,41,-,-,2,-,31,-,15,-,41,-,50,29,11,49,-,45,-,9,22,-,-,50,-,-,29,22,20,-,16,30,-
-,-,11,-,31,-,47,37,17,42,-,9,-,20,-,38,-,35,-,-,-,-,-,-,24,-,-,35,25,-,11,13,-,18,-,36,28,-,22,-,3,10,47,20,-,47,14,0,-,31,-,-,12,22,-,-,-,9,35,3,46,9,46,35,-,23,42,29,22,-,39,-,15,12,19,-,16,-,41,-,14,17,40,-,7,37,-,-,-,-,20,-,-,32,2,16,-,-,-,-
-,23,-,14,29,7,-,2,4,38,46,41,-,16,37,-,-,-,-,24,-,46,41,40,3,-,9,19,-,-,27,-,43,-,46,18,38,33,6,48,-,28,-,13,22,8,44,26,0,49,18,-,-,18,9,27,-,8,46,-,-,-,4,33,34,-,37,24,15,26,36,-,-,42,18,-,5,24,45,4,17,37,-,-,17,46,45,21,9,11,-,-,38,35,-,-,10,-,9,17
-,17,22,-,-,4,-,31,34,42,-,-,-,23,-,15,-,46,-,45,33,42,-,44,11,6,4,30,6,-,-,-,31,31,25,49,-,43,46,35,-,18,25,-,46,37,-,11,36,0,-,33,-,-,41,40,-,-,44,48,46,25,-,-,19,29,17,21,16,27,31,-,50,-,-,9,-,32,-,-,-,-,20,-,-,-,-,23,-,37,-,-,29,32,-,24,34,2,49,-
9,35,28,-,-,24,-,10,10,-,38,-,33,-,13,12,26,-,-,-,-,-,-,7,39,-,21,2,-,50,50,14,27,-,-,4,44,-,24,-,46,11,-,9,-,38,16,49,43,40,0,11,23,26,-,15,8,-,-,39,-,-,38,-,4,-,-,11,-,12,40,-,-,34,32,26,18,19,39,8,31,27,44,-,8,22,-,50,25,-,-,47,-,-,-,5,27,37,40,-
12,21,-,-,38,-,35,10,-,37,-,-,-,-,8,-,40,5,20,10,-,-,-,-,36,40,28,11,21,3,10,13,42,-,40,-,9,43,13,-,16,42,19,-,-,30,3,46,-,3,8,0,-,34,-,-,38,40,13,49,10,15,-,-,-,-,7,-,19,-,48,-,-,-,-,41,17,-,-,48,27,-,23,20,-,41,-,19,17,-,22,-,-,6,11,49,29,-,21,-
11,-,31,20,18,3,19,24,-,47,15,-,-,28,32,45,19,47,-,4,20,-,35,-,-,15,16,21,5,40,29,46,4,4,9,-,14,-,-,17,45,-,-,42,38,-,42,49,30,-,5,18,0,29,16,-,-,44,37,20,18,-,45,11,25,-,18,11,6,27,44,34,12,42,-,27,-,40,-,25,-,35,8,34,-,36,-,-,23,47,7,-,39,39,-,-,6,15,37,-
32,-,17,28,16,28,7,50,-,29,-,-,42,-,12,29,25,43,-,28,13,5,5,-,-,7,12,16,-,31,-,-,-,11,24,-,-,16,-,-,-,-,-,-,-,-,38,32,5,-,-,-,-,0,17,23,43,-,45,-,36,41,-,26,-,24,-,-,43,-,-,35,33,40,-,34,-,28,-,-,-,-,4,31,49,-,-,45,46,-,-,49,18,42,25,5,-,-,31,28
10,33,-,18,-,3,-,34,44,49,-,-,-,-,-,-,5,-,46,-,3,-,18,5,14,-,-,-,-,27,25,8,-,30,-,16,-,35,2,14,27,22,14,5,31,-,-,21,39,31,-,-,-,21,0,6,3,24,-,7,-,-,-,-,46,8,9,-,42,34,-,30,3,-,7,-,27,38,33,-,-,-,-,-,-,16,17,-,33,43,14,-,-,21,-,6,-,-,36,-
24,-,-,42,-,-,49,-,27,-,8,35,-,15,13,-,18,50,-,-,29,-,-,17,-,33,34,33,-,8,14,28,37,19,8,-,-,44,50,-,14,43,5,-,2,-,25,-,-,33,3,40,4,2,39,0,21,-,-,-,-,-,12,-,30,-,39,-,-,37,28,14,-,15,-,26,-,-,21,18,42,-,47,-,18,3,29,17,-,-,-,48,45,-,19,-,-,-,-,44
-,37,12,-,46,-,-,32,-,-,42,3,37,48,-,40,50,43,-,37,5,-,-,2,-,10,-,18,5,-,-,-,24,43,9,47,40,-,17,45,31,32,48,-,21,36,-,22,17,-,7,8,8,48,44,-,0,-,-,-,18,-,-,41,2,-,-,26,-,50,13,36,28,49,27,41,38,-,-,-,40,-,43,18,8,-,-,11,-,-,39,39,5,4,30,14,-,10,-,10
30,-,29,36,32,46,12,-,8,40,42,49,48,31,38,-,-,-,-,-,50,17,26,26,17,-,27,-,8,32,-,-,-,48,-,10,-,-,37,33,6,42,3,-,24,-,10,-,-,-,-,47,-,14,20,6,9,0,-,-,-,-,49,-,39,21,43,-,27,26,15,-,24,34,-,28,-,13,6,-,24,-,30,-,8,44,37,48,6,29,-,4,-,-,25,6,12,19,-,43
39,-,26,37,50,-,-,24,11,-,37,4,-,40,18,46,24,-,-,35,-,-,38,3,-,-,39,-,8,24,-,11,-,11,28,32,44,7,-,42,-,13,26,-,31,-,6,-,41,50,5,34,9,25,35,31,19,-,0,4,24,5,24,16,-,24,-,-,44,-,-,-,34,42,50,16,21,-,25,5,32,32,12,27,6,-,22,45,13,-,-,-,31,-,-,-,30,11,-,34
9,45,33,11,-,-,27,38,-,29,33,12,36,2,19,36,5,-,-,39,-,31,-,-,-,35,50,10,-,-,-,41,-,-,-,39,-,-,-,26,-,-,-,24,-,42,-,-,3,-,28,-,-,38,-,49,15,-,13,0,2,6,50,47,-,42,21,4,-,-,-,14,33,38,17,3,31,20,39,49,2,50,16,-,36,17,-,-,-,26,-,18,-,-,31,-,-,-,48,-
47,46,-,45,-,50,50,5,15,-,-,24,28,47,-,-,-,-,32,2,21,17,-,6,-,7,-,25,-,-,7,42,2,-,17,-,45,-,29,-,26,22,-,5,-,-,-,9,-,34,-,6,-,17,-,-,19,33,-,27,0,16,46,44,8,-,33,27,9,33,8,-,44,5,21,-,27,19,33,10,36,20,27,-,-,29,-,5,-,43,28,9,-,17,39,17,23,39,11,-
-,-,33,8,-,-,50,-,2,22,21,26,-,-,-,24,27,33,26,5,41,-,15,3,20,-,36,48,-,23,-,47,13,-,29,-,43,-,6,-,-,-,-,-,37,34,-,6,41,-,8,12,35,3,-,40,-,32,25,-,39,0,20,-,17,-,38,31,-,-,13,36,-,10,36,42,47,-,-,-,48,-,5,-,-,20,39,25,20,-,16,-,-,-,-,-,-,5,-,-
-,29,13,39,15,-,-,14,-,-,8,-,42,45,42,21,-,-,-,18,-,-,-,33,-,-,15,-,8,-,-,-,-,-,-,11,37,-,9,-,-,-,-,27,42,-,29,37,5,27,42,26,-,38,-,28,14,18,48,-,3,-,0,-,24,-,-,38,-,21,10,48,44,13,46,-,16,12,11,-,28,50,-,39,4,22,3,18,32,10,-,46,27,-,23,-,24,36,-,38
6,18,-,24,2,48,-,21,17,-,8,-,28,-,29,43,-,14,9,45,-,-,36,-,10,7,20,-,13,25,23,38,-,18,20,34,34,11,-,13,-,8,-,7,14,29,23,31,21,22,42,36,18,28,50,-,-,-,-,42,28,50,-,0,27,-,-,16,44,-,-,28,35,-,6,9,-,39,-,45,38,8,-,-,-,-,28,32,38,6,31,42,24,25,-,26,14,27,11,50
-,48,23,49,-,32,20,-,23,31,9,29,17,16,10,42,49,45,46,5,-,4,-,11,-,5,19,-,35,30,26,21,50,-,-,6,39,-,-,11,5,8,-,19,23,28,-,25,40,26,49,13,27,-,-,-,39,46,50,-,-,47,-,48,0,43,20,-,43,-,-,-,8,3,-,25,-,-,32,36,41,33,-,46,-,36,46,49,42,-,-,33,36,8,-,6,3,12,18,-
45,34,-,-,-,-,-,-,-,-,19,-,19,29,-,3,26,46,-,-,38,-,4,-,-,43,12,30,39,12,-,11,35,11,25,7,47,-,26,-,38,40,6,40,-,-,-,-,44,-,5,50,-,33,46,-,27,-,31,-,2,37,22,14,10,0,22,39,14,35,27,5,-,-,-,45,41,-,-,18,4,-,17,-,47,-,34,17,21,5,45,2,28,-,-,9,21,-,-,-
-,23,26,46,-,42,-,46,4,6,-,-,48,30,-,26,-,-,39,26,22,-,25,41,44,-,22,-,36,-,40,46,-,-,42,41,28,33,38,41,44,-,34,31,3,-,-,12,6,5,30,6,40,-,-,-,22,22,38,3,8,15,-,11,-,-,0,36,34,6,3,-,28,2,6,-,37,-,24,39,-,-,-,40,-,18,-,28,-,-,-,-,32,-,37,-,10,14,8,45
40,-,-,-,-,40,43,-,8,-,28,-,-,44,20,12,39,-,-,-,12,8,-,6,36,-,13,41,26,-,47,18,2,-,-,38,29,-,45,41,30,-,15,-,22,40,25,20,20,15,3,-,28,22,9,-,44,-,27,43,-,-,-,23,24,6,6,0,-,-,27,27,24,23,26,11,42,25,8,42,-,10,-,33,35,45,11,46,16,47,-,-,-,24,8,-,25,-,29,29
39,7,-,7,-,42,28,18,2,-,27,-,-,26,18,-,16,45,-,-,23,22,20,37,26,46,21,-,-,45,41,-,29,-,-,5,-,34,4,36,-,-,-,15,-,18,47,-,-,28,42,40,35,-,14,5,-,-,22,15,21,-,-,-,26,29,44,38,0,16,29,47,2,36,2,-,-,44,24,34,46,48,8,-,33,25,42,14,32,11,-,47,18,-,47,47,36,-,-,-
