100
98,19,14,14,63,54,0,81,61,98,97,36,4,0,14,65,98,20,2,60,91,64,65,61,17,73,49,50,14,14,69,75,60,44,14,50,98,15,54,90,64,44,65,81,69,14,91,34,44,98,14,45,45,55,20,20,54,91,20,58,65,91,81,14,14,98,27,81,69,98,74,65,81,34,68,14,82,72,23,58,65,14,61,8,30,55,98,75,27,65,81,14,9,8,73,50,20,49,14,2
78,2,16,39,2,39,15,73,66,66,42,56,41,59,39,15,15,51,2,73,54,24,15,56,6,73,18,9,83,51,16,75,16,44,41,73,15,15,2,15,47,70,6,82,66,11,51,39,66,66,65,70,8,15,16,96,15,15,16,66,65,24,5,2,56,2,15,59,13,32,16,41,39,66,66,59,37,72,23,58,59,37,16,15,30,15,11,82,32,65,5,16,56,56,73,18,6,24,14,2
82,2,16,43,2,18,32,76,61,46,97,58,41,59,5,65,16,51,2,60,54,23,65,58,12,32,18,30,83,51,16,54,16,44,41,65,69,76,2,15,25,70,65,82,32,11,51,11,76,51,65,70,2,16,16,32,54,26,16,58,65,58,43,2,56,2,15,59,69,32,16,41,54,60,12,59,82,72,23,58,65,69,16,18,30,76,41,82,32,65,5,16,21,51,2,18,30,49,70,2
78,17,17,11,1,52,15,97,61,24,97,17,80,17,5,1,15,17,2,60,23,24,24,61,17,40,1,1,83,9,69,75,60,44,79,68,69,15,9,90,47,13,55,60,69,11,51,11,97,51,55,13,45,61,1,24,54,13,94,24,24,17,45,13,45,2,97,17,13,11,21,90,68,60,68,59,82,19,23,40,59,69,61,13,30,55,11,60,97,93,24,65,21,17,47,53,64,24,44,8
63,83,4,14,63,18,0,5,68,46,97,17,4,18,5,29,71,51,18,7,91,71,53,46,48,95,18,9,83,51,69,18,28,44,14,28,45,25,9,90,64,63,57,4,26,90,5,39,18,51,18,18,45,18,1,96,44,26,29,5,28,90,5,18,83,98,51,95,26,98,71,46,68,5,63,14,82,72,23,48,31,14,18,18,95,38,62,1,97,63,5,14,21,51,4,18,90,49,14,28
25,19,1,11,1,52,15,60,61,77,97,17,4,17,5,1,15,19,2,19,54,1,25,27,17,19,1,1,27,9,69,75,60,19,25,28,69,15,27,90,25,70,6,4,21,11,5,11,97,4,52,13,1,61,1,24,54,19,21,24,1,17,27,75,45,27,19,17,13,11,21,90,54,66,68,77,77,19,23,87,31,69,16,13,30,27,75,1,27,93,19,65,21,19,4,38,9,24,92,92
85,17,16,38,63,54,0,5,61,46,55,17,96,17,5,94,20,20,2,44,20,23,53,58,17,95,20,50,27,55,69,54,60,44,55,50,69,58,54,90,47,44,55,54,55,11,5,11,44,96,55,70,55,55,20,20,54,26,20,58,20,17,5,72,56,54,27,59,13,11,16,46,54,5,54,77,82,72,23,58,59,72,53,43,58,55,11,20,27,93,5,14,56,56,44,38,20,24,44,2
21,19,70,44,1,54,0,48,48,98,97,58,41,0,44,1,20,19,2,92,92,21,65,58,48,95,1,1,89,51,69,75,70,92,41,99,98,58,54,90,47,70,55,54,21,21,51,21,44,51,58,70,45,55,20,20,44,95,21,58,1,58,45,21,45,98,19,59,69,98,21,41,54,79,12,77,21,19,23,58,59,99,92,44,95,92,98,41,44,21,45,65,21,33,44,92,20,49,92,92
96,19,22,11,84,49,30,60,61,22,97,22,96,0,5,65,15,22,2,60,91,71,22,27,12,40,84,50,22,9,22,27,60,44,55,50,69,15,89,15,47,70,65,60,55,11,12,11,44,96,22,22,55,55,20,96,22,22,20,11,65,91,45,27,45,22,27,81,69,11,22,65,80,60,12,59,82,19,35,40,65,69,53,43,30,55,11,60,96,65,45,65,21,33,47,50,22,49,44,86
78,19,16,14,23,23,0,5,61,24,97,17,41,0,5,1,23,20,2,60,23,23,24,23,23,60,20,1,78,9,23,75,60,92,78,28,69,58,54,90,47,70,78,60,21,90,5,23,97,4,55,60,55,5,20,20,54,95,20,24,23,23,5,75,87,2,97,59,13,32,21,46,54,60,68,78,21,19,23,23,59,69,16,43,95,55,75,60,32,21,5,14,21,8,47,92,20,24,14,92
85,19,87,43,1,52,32,97,61,24,97,17,80,59,5,1,59,19,10,60,92,24,24,61,24,60,1,9,27,9,60,75,60,44,7,50,10,80,9,90,47,70,55,60,55,90,97,61,97,51,55,60,97,55,1,24,80,48,21,24,24,24,48,13,87,22,97,59,13,32,21,90,80,60,68,59,82,19,23,48,59,69,61,8,29,55,10,60,97,93,24,60,21,8,73,92,9,24,92,24
25,19,0,11,73,0,25,73,40,25,13,22,96,0,5,65,71,40,2,73,91,64,25,43,6,25,25,9,22,0,40,73,37,44,25,73,40,25,9,90,25,70,6,0,37,25,5,40,44,34,22,0,45,55,20,96,44,26,99,47,65,24,45,13,34,22,27,81,13,11,6,79,68,34,68,78,37,19,25,40,65,37,79,13,30,76,11,45,35,65,45,65,79,8,73,25,22,49,44,40
78,19,70,44,63,52,75,48,68,77,13,56,41,26,44,94,15,19,33,44,91,23,81,61,48,26,26,74,83,9,69,75,72,44,79,68,98,76,68,35,57,44,57,81,26,8,51,61,44,98,26,13,8,61,20,68,44,26,99,58,24,26,48,72,56,98,27,81,26,98,74,41,68,44,68,77,48,72,57,48,72,72,61,8,57,38,26,75,57,93,13,57,21,8,44,57,72,74,44,26
85,88,85,38,63,23,0,73,66,27,13,17,41,27,38,65,23,31,27,60,88,23,65,27,23,73,28,27,27,9,69,27,28,44,25,28,69,25,27,15,27,70,65,4,66,8,88,88,27,66,65,28,8,28,88,31,44,95,20,66,23,28,27,27,83,27,27,59,13,66,66,65,31,66,66,59,31,38,23,48,59,69,53,13,95,27,62,60,27,65,5,65,27,8,73,38,9,24,44,28
78,19,87,43,63,49,53,60,61,46,97,17,28,17,51,1,71,19,2,60,88,28,53,61,48,32,28,9,28,51,60,75,28,28,35,28,69,76,68,35,47,70,6,60,21,8,51,61,53,51,51,28,8,28,1,32,82,26,99,58,28,28,48,28,87,22,51,81,28,28,74,46,68,60,68,77,82,19,35,28,59,72,53,8,29,76,75,60,35,93,5,74,21,51,73,53,32,49,35,28
63,17,16,11,63,29,15,29,29,46,97,17,41,17,5,29,15,29,2,60,23,24,53,58,17,46,84,9,29,29,69,75,28,72,79,28,69,15,29,15,84,70,6,4,69,11,29,11,29,51,58,28,8,28,16,24,15,15,29,58,28,17,48,29,45,2,15,17,28,11,84,29,93,66,68,59,48,38,23,58,59,69,16,8,29,38,11,60,35,93,5,14,21,29,47,38,9,24,14,28
96,19,4,43,84,49,30,84,68,27,97,56,96,27,5,65,15,19,2,7,88,23,53,27,6,40,84,30,27,51,30,27,60,44,7,50,75,25,27,90,84,70,6,4,55,90,51,30,44,96,55,70,55,55,88,96,44,26,94,66,65,26,30,27,50,96,27,59,26,98,84,90,68,66,68,84,82,72,23,40,65,72,53,43,30,55,62,75,27,65,30,65,27,8,12,38,30,49,44,26
85,17,85,11,63,52,0,81,61,77,55,17,80,17,44,94,15,31,33,44,56,24,53,56,17,95,84,50,27,9,69,31,72,72,55,50,75,76,9,72,25,44,55,81,55,11,31,11,44,98,55,13,55,55,1,31,80,95,94,85,24,17,81,72,50,98,27,81,13,98,84,75,31,66,12,77,31,72,35,48,31,72,53,44,95,55,75,75,27,80,81,81,21,33,72,31,72,24,80,81
85,88,16,11,84,32,32,81,68,46,69,36,96,0,5,94,32,20,2,44,88,23,81,32,88,32,84,50,88,9,69,54,32,44,25,68,69,25,32,90,25,44,6,81,32,11,88,11,44,96,32,70,55,55,32,32,54,26,20,85,69,24,81,72,50,96,27,81,69,32,6,46,68,32,68,77,37,72,23,40,59,69,53,8,30,55,11,60,32,93,5,81,21,8,44,38,32,74,44,8
63,93,4,33,63,18,30,48,68,77,42,33,96,59,5,93,15,77,33,60,91,1,81,27,48,95,18,89,89,51,33,75,72,33,79,68,69,89,89,90,33,70,93,4,69,11,5,33,93,51,81,18,77,28,33,96,54,26,93,47,28,91,5,18,45,89,27,81,33,11,74,46,93,66,68,77,48,72,23,48,72,72,18,18,30,38,11,89,27,93,5,33,21,33,47,18,30,74,14,8
25,19,4,43,73,49,15,73,73,46,97,17,34,59,5,94,15,19,34,73,34,64,25,58,17,73,34,1,49,9,94,73,60,34,34,73,34,25,54,90,47,64,57,4,26,90,5,34,97,34,55,71,97,55,20,96,15,26,94,47,59,26,73,13,34,96,15,59,26,11,21,73,64,34,68,59,37,19,35,40,59,72,79,13,30,55,62,1,35,93,5,14,21,64,73,64,64,49,14,26
78,88,0,39,63,54,0,48,48,46,78,35,41,0,39,1,20,20,2,60,88,24,53,46,88,73,34,9,78,9,35,75,35,44,35,35,35,58,54,35,88,46,57,0,55,11,88,88,88,34,55,28,55,88,88,20,54,35,20,24,24,24,48,35,34,98,27,59,13,98,6,46,54,34,68,78,48,35,35,40,31,69,53,13,35,55,75,75,35,78,5,65,21,8,73,53,20,24,35,2
40,19,16,11,73,52,36,81,68,77,69,36,41,59,39,94,71,77,2,86,36,71,81,36,48,73,84,50,27,51,69,75,52,44,79,50,36,25,9,36,47,70,6,81,69,11,51,11,44,51,36,45,45,11,20,20,44,47,94,11,11,90,45,75,45,86,27,81,69,11,71,36,68,36,68,77,36,36,23,40,59,69,53,45,30,76,11,45,27,65,45,65,21,8,47,50,64,49,44,86
85,19,85,44,76,76,0,76,48,37,97,56,41,0,44,94,15,19,33,44,91,1,81,56,48,32,84,30,76,9,37,7,37,44,7,68,69,37,48,90,84,44,6,81,37,81,5,11,44,98,81,0,1,76,32,32,44,48,94,85,24,24,48,72,56,98,27,81,37,32,74,41,68,44,68,77,37,19,23,48,59,37,37,44,30,76,98,1,32,93,81,76,21,33,44,41,30,24,44,37
85,19,85,38,84,52,0,84,68,46,13,17,41,0,38,38,71,77,2,60,91,71,25,46,17,95,84,9,27,9,40,75,38,44,25,50,75,25,38,90,25,46,55,0,55,90,38,38,44,98,55,71,77,55,20,38,44,95,38,85,95,17,27,75,14,2,27,38,13,98,84,46,31,71,68,77,77,38,23,40,59,14,53,13,95,38,75,75,32,93,95,14,21,38,44,38,9,9,14,38
98,19,14,39,63,39,15,5,40,46,13,39,94,59,39,94,15,77,39,60,91,71,65,46,48,40,49,9,14,14,40,75,39,39,14,50,98,15,9,39,47,46,65,81,69,90,5,39,59,98,14,18,77,5,20,20,54,47,94,47,59,90,5,72,14,39,15,59,13,98,71,46,39,5,68,77,82,72,23,40,59,72,53,18,47,55,62,75,32,65,5,14,21,33,47,90,72,49,14,40
40,19,0,91,73,0,0,79,40,46,13,17,96,0,5,65,71,40,79,60,91,71,25,58,17,40,84,30,83,51,40,75,40,92,79,73,40,25,27,15,40,70,65,82,55,8,51,40,59,34,65,71,8,55,20,96,82,40,99,47,65,91,30,13,34,40,27,59,40,32,71,79,93,79,68,59,82,19,71,40,65,99,79,8,30,76,62,60,27,65,30,65,79,8,47,92,30,49,92,40
78,19,16,12,73,52,15,73,61,46,97,58,41,59,5,94,71,19,2,86,54,71,41,46,12,95,34,74,41,51,94,41,60,52,41,28,69,15,9,15,47,41,71,60,21,41,12,34,97,34,52,71,71,12,41,24,54,95,94,24,41,24,41,87,34,86,27,81,94,71,71,41,54,34,12,94,82,19,71,41,31,41,79,8,95,55,41,41,27,12,24,74,21,41,12,41,9,24,92,86
40,19,17,11,1,52,0,29,40,77,42,17,96,17,5,1,15,10,10,10,91,1,42,58,42,40,1,1,29,42,40,10,52,52,79,64,10,25,29,42,42,42,42,42,55,42,29,40,29,51,52,45,45,28,1,24,54,19,29,24,24,17,45,29,45,40,19,17,13,11,71,79,42,79,68,77,82,10,23,40,59,72,79,45,29,55,10,45,27,65,45,65,21,29,47,64,22,24,14,10
78,83,16,43,63,23,0,97,61,24,97,58,4,26,5,1,23,20,2,60,23,23,24,43,43,64,43,89,83,51,23,75,60,43,78,28,69,89,89,90,43,70,55,43,26,90,5,23,89,4,55,83,55,55,20,43,54,26,3,24,23,24,43,43,83,86,27,59,26,32,21,46,43,64,68,78,21,72,23,48,59,72,16,43,62,55,62,60,97,43,5,14,21,8,4,38,64,24,14,26
98,19,1,44,1,48,15,48,48,98,97,56,41,17,44,94,15,19,33,44,91,1,65,56,48,19,1,1,83,9,69,75,60,44,79,65,98,76,48,15,64,44,65,4,44,48,12,11,44,98,65,18,1,12,1,24,44,48,94,24,24,24,48,18,56,98,19,81,69,98,71,41,93,44,12,77,48,19,23,48,65,69,79,44,30,76,98,1,44,93,19,65,21,33,44,41,64,24,44,8
96,19,87,11,73,52,32,90,61,46,97,36,96,87,5,94,71,51,33,52,91,64,53,46,48,64,49,50,52,51,40,73,52,52,52,64,45,25,9,90,64,64,45,60,55,45,51,11,62,51,52,45,45,5,45,96,54,26,45,11,62,90,45,87,45,86,51,52,52,11,71,90,64,64,68,77,45,36,35,40,59,69,52,45,62,55,62,45,35,93,45,14,21,51,73,64,64,49,14,86
78,19,16,38,63,9,15,9,66,46,97,17,41,27,5,71,71,29,2,60,23,71,25,46,23,46,49,9,27,9,69,27,60,52,25,73,69,25,9,90,25,46,71,60,66,90,46,23,27,51,52,71,71,55,20,96,54,95,29,66,23,23,27,27,34,27,27,59,52,71,71,46,31,71,12,78,82,38,23,40,59,69,16,13,29,38,46,60,27,65,5,65,21,9,73,38,9,9,14,92
40,19,16,11,63,0,15,48,40,77,13,47,94,59,39,94,15,40,79,60,91,71,25,58,48,40,84,30,83,51,40,75,60,72,79,68,94,15,68,15,47,47,57,60,66,11,51,47,59,51,67,13,8,15,16,96,80,47,94,47,59,47,48,13,34,40,15,59,13,13,16,79,80,79,68,59,82,72,23,40,59,72,79,13,47,76,75,60,32,65,13,65,79,8,47,75,30,24,80,40
85,19,85,38,1,48,32,48,48,24,97,17,80,59,5,7,71,19,79,7,88,24,24,61,48,73,48,9,83,9,60,7,60,52,79,73,45,76,48,90,25,70,57,60,55,48,5,34,48,34,55,71,8,55,48,24,54,48,99,24,24,24,48,13,34,86,97,59,13,32,21,79,93,79,68,59,48,19,23,48,59,72,79,8,62,76,62,60,48,93,5,14,21,8,73,38,48,24,48,8
25,19,14,14,1,49,25,97,68,46,97,17,96,26,5,1,71,10,10,10,88,71,25,46,48,49,49,9,49,9,69,75,52,44,14,28,10,25,9,90,25,44,57,60,26,90,5,49,97,49,52,28,97,5,88,96,44,26,99,66,28,26,5,14,45,98,97,81,26,98,66,46,68,5,68,49,48,97,23,48,59,14,53,8,62,76,10,75,97,93,5,14,21,5,73,90,90,49,14,10
50,19,0,38,63,23,0,50,66,27,13,56,41,27,38,65,23,31,27,64,88,23,65,27,23,95,84,50,27,9,40,27,28,44,35,50,35,25,27,35,64,70,65,50,66,11,88,88,27,66,50,28,8,28,88,96,50,35,20,66,23,28,27,27,50,27,27,50,13,66,66,65,31,66,66,59,31,38,35,50,59,69,79,13,95,27,62,60,27,65,5,65,27,8,73,50,64,24,35,28
51,19,16,14,63,49,15,97,29,46,97,17,41,17,51,29,71,51,2,10,23,71,25,46,17,46,49,9,29,51,51,51,28,52,14,50,51,15,9,90,25,46,93,4,26,11,51,11,97,51,51,51,71,28,20,96,15,26,29,66,51,17,5,29,50,27,51,17,26,11,71,46,93,66,68,49,48,72,23,58,59,72,16,8,29,38,46,89,97,93,5,14,21,51,51,38,9,49,14,28
52,19,14,14,1,52,32,5,68,46,97,17,96,17,5,1,71,19,33,52,91,1,53,46,17,19,1,50,52,9,69,27,52,52,52,50,69,76,9,90,25,46,55,82,32,90,5,39,53,96,52,28,52,5,1,96,50,19,20,5,28,90,5,52,50,98,27,52,52,32,71,46,68,5,68,77,82,19,23,50,65,14,52,8,62,55,62,1,32,93,5,14,21,33,73,50,52,74,14,28
82,19,85,43,84,48,53,48,48,46,97,22,96,59,53,65,15,22,79,7,92,53,53,43,48,53,43,50,83,9,22,7,60,53,79,50,69,76,48,90,25,70,6,82,21,11,82,11,53,96,22,70,8,53,20,96,82,95,21,24,24,24,48,43,56,22,27,95,26,11,6,46,43,79,12,59,82,19,23,48,65,69,53,43,95,76,62,82,48,65,95,65,21,8,47,53,22,24,92,92
85,19,16,38,63,54,0,5,61,46,13,56,41,59,5,65,54,20,2,7,54,23,81,54,23,95,43,9,56,9,69,54,72,72,14,64,69,58,54,90,64,70,55,54,55,90,5,11,44,98,55,71,77,5,54,20,54,95,20,54,23,90,5,72,56,54,54,81,13,11,16,46,54,5,54,77,82,72,23,58,59,72,16,43,95,38,62,75,27,93,5,14,56,56,72,38,20,74,14,38
85,19,85,44,1,52,0,48,48,98,55,56,41,0,44,94,15,19,2,44,88,53,53,27,48,53,1,50,27,55,69,27,52,44,55,50,98,76,27,90,42,44,55,82,55,42,5,34,44,98,55,0,55,55,1,55,44,48,94,85,59,24,48,27,50,98,27,59,52,98,66,41,85,66,68,59,82,19,35,48,59,69,53,44,95,55,98,82,27,93,5,65,21,33,44,53,22,24,44,2
78,19,16,11,73,23,0,73,61,24,97,56,96,59,5,94,23,20,2,60,56,23,81,56,23,64,84,50,56,51,69,75,60,44,56,64,69,25,54,90,64,64,93,60,69,11,5,11,93,96,56,56,45,28,20,20,56,47,20,11,23,23,45,72,56,86,27,81,69,11,21,46,93,64,68,78,21,72,23,40,59,69,16,45,56,55,11,60,35,93,5,14,56,56,47,64,64,24,92,92
78,19,0,91,1,54,0,48,57,46,42,17,41,0,5,1,20,10,2,10,91,1,42,56,42,40,84,50,57,42,40,75,28,44,78,57,10,25,54,42,57,44,57,0,55,42,88,40,88,51,55,28,45,55,20,57,57,57,20,47,28,91,45,75,45,40,27,95,13,11,6,79,54,79,68,78,82,10,57,40,31,72,79,8,57,55,10,75,57,93,45,57,79,8,47,57,30,24,44,40
78,19,16,11,63,23,0,48,61,46,13,58,80,59,5,94,23,20,79,60,23,23,53,58,23,73,84,50,58,9,69,75,60,58,79,50,69,58,9,90,47,58,78,60,69,11,58,11,59,34,58,45,45,61,20,20,80,26,58,58,23,58,45,13,45,27,27,59,13,11,21,46,80,79,68,59,37,72,23,58,59,69,79,13,58,27,11,60,27,93,5,14,21,8,47,50,9,24,80,8
59,19,16,43,63,48,75,48,68,77,13,17,80,59,5,1,59,19,2,60,88,24,65,60,48,60,1,1,83,51,60,75,60,72,79,68,75,80,68,90,75,13,6,60,32,90,51,60,59,51,67,13,8,61,1,31,80,13,16,59,59,59,48,13,83,75,67,59,13,13,16,75,80,60,68,59,48,72,23,48,59,72,16,13,30,55,75,60,32,80,13,65,21,8,12,75,32,24,80,8
78,19,87,43,1,32,32,60,68,77,97,17,96,17,5,1,15,19,2,60,88,1,81,60,17,60,1,1,27,51,60,75,60,87,79,73,69,15,27,90,25,70,6,60,32,11,51,60,44,51,32,60,1,55,1,32,54,19,87,24,60,17,43,87,87,2,19,81,69,32,60,46,68,60,68,77,87,19,23,87,31,69,79,43,30,55,75,60,32,43,19,60,21,19,73,38,32,87,60,2
78,19,16,61,1,23,53,97,61,77,97,93,41,59,5,1,23,19,2,61,23,23,53,61,23,19,1,89,83,51,40,75,60,52,78,50,45,76,61,90,47,70,93,82,21,8,5,61,53,51,61,83,8,61,20,20,82,95,99,47,23,61,45,72,83,22,97,59,52,32,21,46,93,61,68,78,82,19,23,40,59,72,61,8,95,38,75,60,97,93,5,14,21,8,47,53,22,61,14,8
78,19,87,86,84,48,32,48,48,77,62,17,41,59,5,65,15,19,2,60,91,1,65,60,48,60,84,1,62,51,60,75,60,87,79,62,86,76,62,15,84,70,65,60,32,48,51,60,62,51,65,60,1,28,1,32,86,26,99,86,62,24,62,87,87,86,86,81,69,32,84,65,68,60,68,77,48,19,62,48,65,69,79,43,62,38,62,60,32,62,19,65,21,8,86,38,32,24,86,86
63,83,4,43,63,49,0,97,68,46,63,58,4,0,5,94,15,10,2,10,23,23,65,43,43,63,43,89,89,0,94,75,60,43,25,64,10,63,89,4,25,63,6,4,26,90,12,23,89,4,0,0,97,12,20,43,4,4,94,24,23,24,43,63,4,2,27,81,13,13,74,41,43,64,63,63,37,72,23,48,4,63,16,43,30,55,62,89,4,63,5,65,21,4,4,38,6,49,63,2
96,19,4,12,73,49,15,73,40,77,64,17,96,0,64,94,15,19,79,64,88,64,25,64,17,64,49,1,78,9,40,73,35,44,79,64,40,25,27,64,64,64,55,4,55,11,88,40,44,96,55,70,55,55,1,96,44,95,94,47,1,17,73,72,64,96,19,81,94,11,21,73,64,64,12,77,82,19,35,40,65,72,79,8,95,55,41,1,35,93,19,65,21,64,73,64,64,49,92,40
85,19,16,91,1,54,15,60,61,77,42,22,80,17,5,65,15,19,2,60,91,71,65,60,17,60,1,50,89,51,22,65,60,65,35,65,69,15,89,15,42,70,65,60,55,11,91,11,89,51,65,71,71,55,20,20,15,15,20,66,65,91,43,72,50,65,15,81,69,32,16,65,80,60,68,77,37,19,35,87,65,69,16,43,30,55,11,60,35,65,19,65,21,8,73,65,22,87,80,2
59,19,70,44,73,49,75,73,66,66,13,36,41,59,44,94,59,19,2,73,8,1,25,27,48,73,49,9,83,9,69,75,60,44,25,73,69,25,9,15,25,70,93,60,66,8,51,66,66,66,67,70,8,74,1,31,44,26,94,66,59,59,48,13,83,98,66,59,13,66,66,41,80,66,66,59,48,19,35,48,59,69,16,8,30,38,75,60,35,93,5,74,9,8,73,38,9,49,44,8
78,19,0,91,63,32,32,81,67,27,69,36,96,27,5,65,32,19,27,60,88,67,65,67,23,32,67,50,27,9,69,27,67,44,25,50,69,25,27,35,25,70,6,50,32,11,88,11,44,66,67,28,8,55,67,32,50,35,94,66,65,23,27,27,50,67,67,67,69,32,66,65,68,66,68,78,37,72,67,50,65,69,53,8,30,27,67,60,32,65,5,65,21,8,67,50,32,24,44,8
8,68,70,68,63,52,75,81,68,77,97,17,41,27,38,1,15,77,33,52,91,1,81,27,17,95,1,74,83,9,33,75,72,72,35,68,45,76,68,35,75,70,55,81,55,8,38,11,97,51,55,70,8,55,20,68,8,35,99,66,1,91,81,72,83,27,27,81,68,32,74,41,68,66,68,77,82,72,35,41,72,72,68,8,95,38,75,75,35,93,81,74,27,8,72,38,72,74,35,8
